Neuron Name,SKID,SKID in V14?,Classification,DN Type,Status,DT Hemisphere,Soma Hemisphere,ID,Annotations
Google: 6704481043,107942973,,DNp type 2,DNp,duplicate - auto,Right,RIGHT HEMISPHERE,Typed DN,"['right DT', 'Descending Neuron', 'duplicate - auto', 'RIGHT HEMISPHERE', 'DNp', 'Typed DN', 'DNp type 2', 'Unidentified DN']"
Google: 2918991194 ET,108836907,,DNg type 9,DNg,Complete,Right,LEFT HEMISPHERE,Typed DN,"['right DT', 'DNg', 'Typed DN', 'DNg type 9', 'Unidentified DN', 'DN_Autoseg_Exploration', 'LEFT HEMISPHERE', 'Descending Neuron', 'CAT-Ongoing', 'CardLab']"
Google: 5537584747 JK,108959043,,DNp31,DNp,duplicate - auto,Right,LEFT HEMISPHERE,Identified DN,"['DNp31', 'Published in Namiki 2018', 'duplicate - auto', 'right DT', 'DNp', 'Identified DN', 'LEFT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Third-order gustatory neuron F-medial Google: 4380805686,109087014,,,DNg,Complete,Right,midLine,Miscellaneous DNg,"['miscellaneous DNg', 'Unidentified DN', 'midLine', 'DNg', 'right DT', 'Descending Neuron', 'Scott Lab']"
Google: 6605337019 ET,109570254,,,,unclear FW,Right,FindSoma,Unidentified DN,"['unclear FW', 'right DT', 'Unidentified DN', 'FindSoma', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab']"
Google: 6605936455 ET,109577319,,,DNg,Complete,Right,LEFT HEMISPHERE,Unidentified DN,"['Descending Neuron', 'Bilateral', 'right DT', 'LEFT HEMISPHERE', 'CAT-Ongoing', 'DN_Autoseg_Exploration', 'CardLab', 'Unidentified DN', 'DNg']"
Google: 4108215128 ET,109890192,,,DNg,duplicate - auto,Right,LEFT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'duplicate - auto', 'right DT', 'DNg', 'LEFT HEMISPHERE', 'Unidentified DN', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 4108311786 ET,109898895,,,DNg,Complete,Right,LEFT HEMISPHERE,Unidentified DN,"['DNg', 'Unidentified DN', 'Bilateral', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'LEFT HEMISPHERE', 'right DT']"
Google: 6730702840 ET,110834175,,DNg type 29,DNg,duplicate - auto,Left,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNg type 29', 'RIGHT HEMISPHERE', 'DNg', 'duplicate - auto', 'left DT', 'Unidentified DN', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration', 'Descending Neuron']"
Google: 6730086527 JK,110869278,,,DNg,Complete,Right,LEFT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'anterior soma', 'right DT', 'Unidentified DN', 'DNg', 'LEFT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 8154173800 ET,111837615,,,DNg,Complete,Right,RIGHT HEMISPHERE,Unidentified DN,"['RIGHT HEMISPHERE', 'right DT', 'Bilateral', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'Unidentified DN', 'DNg', 'Descending Neuron']"
Google: 3331036833 JK,111931479,,DNp11,DNp,duplicate - auto,Right,LEFT HEMISPHERE,Identified DN,"['DNp11', 'Published in Namiki 2018', 'Identified DN', 'DNp', 'right DT', 'LEFT HEMISPHERE', 'Descending Neuron', 'duplicate - auto']"
Google: 4487638849,112616622,,DNa type 4,DNa,duplicate - auto,Right,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNa type 4', 'Unidentified DN', 'DNa', 'RIGHT HEMISPHERE', 'right DT', 'Descending Neuron', 'duplicate - auto']"
Google: 6710260697 ET,113224890,,DNa type 1,DNa,Complete,Left,LEFT HEMISPHERE,Typed DN,"['DNa type 1', 'left DT', 'DNa', 'Typed DN', 'Unidentified DN', 'DN_Autoseg_Exploration', 'LEFT HEMISPHERE', 'Descending Neuron', 'CAT-Ongoing', 'CardLab']"
DNp04 Google: 4107746597 ET,114223575,,DNp04,DNp,Complete,Left,LEFT HEMISPHERE,Identified DN,"['DNp04', 'Published in Namiki 2018', 'left DT', 'DNp', 'Identified DN', 'LEFT HEMISPHERE', 'DN_Autoseg_Exploration', 'DN Exploration', 'Descending Neuron', 'CAT-Ongoing', 'CardLab', 'Card_DN_Exploration']"
Google: 1348938925 ET,115170909,,DNg type 31,DNg,Complete,Right,LEFT HEMISPHERE,Typed DN,"['Typed DN', 'DNg type 31', 'medial soma', 'Bilateral', 'DN_Autoseg_Exploration', 'Descending Neuron', 'CAT-Ongoing', 'CardLab', 'LEFT HEMISPHERE', 'right DT', 'DNg', 'Unidentified DN', 'Card_DN_Cands']"
Google: 7236116689 JK,115340355,,putative DNp16/17,DNp,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'right DT', 'DNp', 'Identified DN', 'putative_DNp16/17', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 5397385690,119967633,,DNp type 20,DNp,duplicate - auto,Right,RIGHT HEMISPHERE,Typed DN,"['DNp type 20', 'Typed DN', 'right DT', 'Unidentified DN', 'DNp', 'RIGHT HEMISPHERE', 'Descending Neuron', 'duplicate - auto']"
Google: 3589379740,120129543,,DNp type 16,DNp,duplicate - auto,Left,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNp type 16', 'Unidentified DN', 'DNp', 'RIGHT HEMISPHERE', 'duplicate - auto', 'left DT', 'import to V14', 'Descending Neuron']"
Google: 12350420311 ET,120926001,,DNa type 3,DNa,Complete,Left,LEFT HEMISPHERE,Typed DN,"['left DT', 'DNa', 'Typed DN', 'DNa type 3', 'Unidentified DN', 'Bilateral', 'LEFT HEMISPHERE', 'Descending Neuron', 'CardLab', 'CAT-Ongoing', 'DN_Autoseg_Exploration']"
Google: 4653401909 ET,121086741,,DNg type 18,DNg,Complete,Right,LEFT HEMISPHERE,Typed DN,"['Typed DN', 'DNg type 18', 'Bilateral', 'Descending Neuron', 'right DT', 'LEFT HEMISPHERE', 'DN_Autoseg_Exploration', 'CardLab', 'Unidentified DN', 'DNg']"
Google: 7234815587 ET,121737783,,,DNp,Complete,Right,RIGHT HEMISPHERE,Unidentified DN,"['right DT', 'RIGHT HEMISPHERE', 'Unidentified DN', 'DN_Autoseg_Exploration', 'CardLab', 'Descending Neuron', 'DNp']"
Google: 3318247980 JK,122157528,,,DNp,duplicate - auto,Right,LEFT HEMISPHERE,Miscellaneous DNp,"['miscellaneous DNp', 'duplicate - auto', 'right DT', 'DNp', 'Unidentified DN', 'LEFT HEMISPHERE', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing', 'Descending Neuron']"
Google: 3318249617 ET,122161923,,DNp type 14,DNp,Complete,Right,LEFT HEMISPHERE,Typed DN,"['Typed DN', 'DNp type 14', 'right DT', 'LEFT HEMISPHERE', 'CardLab', 'CAT-Ongoing', 'Unidentified DN', 'Bilateral', 'Descending Neuron', 'DNp']"
Google: 7096633759 JK,122724189,,putative DNp16/17,DNp,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'right DT', 'DNp', 'Identified DN', 'putative_DNp16/17', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 5014233293 ET,123053526,,,DNp,duplicate - auto,Left,RIGHT HEMISPHERE,Miscellaneous DNp,"['miscellaneous DNp', 'RIGHT HEMISPHERE', 'duplicate - auto', 'left DT', 'Bilateral', 'DNp', 'Unidentified DN', 'Descending Neuron', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration']"
Google: 5164504535 JK,123897321,,,DNg,Complete,Right,RIGHT HEMISPHERE,Unidentified DN,"['Unidentified DN', 'DNg', 'RIGHT HEMISPHERE', 'right DT', 'DN_Autoseg_Exploration', 'Descending Neuron', 'CardLab', 'CAT-Ongoing']"
Google: 5164511379 ET,123907161,,DNg type 12,DNg,Complete,Right,RIGHT HEMISPHERE,Typed DN,"['right DT', 'DNg', 'Typed DN', 'Unidentified DN', 'DNg type 12', 'DN_Autoseg_Exploration', 'Descending Neuron', 'RIGHT HEMISPHERE', 'CardLab', 'CAT-Ongoing']"
Google: 4359654728 ET,124021653,,DNp type 12,DNp,duplicate - auto,Right,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'RIGHT HEMISPHERE', 'DNp type 12', 'DNp', 'duplicate - auto', 'right DT', 'Unidentified DN', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration', 'Descending Neuron']"
Google: 4359649554 ET,124027482,,DNp90D02,DNp,duplicate - auto,Right,RIGHT HEMISPHERE,Identified DN,"['Hiro_Dropbox_DNs', 'Identified DN', 'DNp90D02', 'duplicate - auto', 'RIGHT HEMISPHERE', 'Descending Neuron', 'right DT', 'DNp', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration']"
Google: 9990964192 JK,124252344,,putative DNp16/17,DNp,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'right DT', 'DNp', 'Identified DN', 'putative_DNp16/17', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 9990964206 JK,124284129,,putative DNp16/17,DNp,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'right DT', 'DNp', 'Identified DN', 'putative_DNp16/17', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 2941973680 JK,124531710,,,DNg,Complete,Right,RIGHT HEMISPHERE,Unidentified DN,"['Unidentified DN', 'DNg', 'RIGHT HEMISPHERE', 'right DT', 'DN_Autoseg_Exploration', 'Descending Neuron', 'CardLab', 'CAT-Ongoing']"
Google: 9213612505 JK,124883427,,DNg type 11,DNg,Complete,Right,midLine,Typed DN,"['Unidentified DN', 'Typed DN', 'DNg type 11', 'right DT', 'DNg', 'midLine', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 6444714040 JK,125309916,,putative DNp16/17,DNp,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'right DT', 'DNp', 'Identified DN', 'putative_DNp16/17', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 5167075471 ET,125475918,,,DNg,Complete,Right,midLine,Unidentified DN,"['Descending Neuron', 'midLine', 'right DT', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'Unidentified DN', 'DNg', 'SB_review', 'SB_of_interest']"
Google: 7095970712 JK,127493334,,,DNb,Complete,Right,RIGHT HEMISPHERE,Unidentified DN,"['miscellaneous DNb', 'right DT', 'DNb', 'Descending Neuron', 'RIGHT HEMISPHERE', 'DN_Autoseg_Exploration', 'Unidentified DN', 'CardLab', 'CAT-Ongoing']"
Google: 6998079116 JK,127760898,,,DNg,Complete,Right,LEFT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'Unidentified DN', 'LEFT HEMISPHERE', 'DNg', 'Descending Neuron', 'right DT', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 6705736418 JK,129081537,,putative DNp16/17,DNp,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'right DT', 'DNp', 'Identified DN', 'putative_DNp16/17', 'Descending Neuron', 'RIGHT HEMISPHERE', 'CAT-Ongoing', 'DN_Autoseg_Exploration', 'CardLab']"
Google: 6705787296 ET,129086205,,,DNp,duplicate - auto,,LEFT HEMISPHERE,Unidentified DN,"['duplicate - auto', 'LEFT HEMISPHERE', 'DNp', 'Unidentified DN', 'DN_Autoseg_Exploration', 'CardLab', 'Descending Neuron']"
Google: 6705098341 JK,129128142,,putative DNp16/17,DNp,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'Identified DN', 'putative_DNp16/17', 'right DT', 'DNp', 'Descending Neuron', 'RIGHT HEMISPHERE', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 5945789752 JK,129190425,,,,no FW soma,Right,FindSoma,,"['no FW soma', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing', 'right DT', 'FindSoma', 'Descending Neuron']"
Putative DNg74 Google: 5945058269 HC (16659220 HC),129201312,,DNg74,DNg,Complete,Left,RIGHT HEMISPHERE,Identified DN,"['DNg74', 'Identified DN', 'DNg', 'RIGHT HEMISPHERE', 'left DT', 'Descending Neuron', 'card_lab']"
Google: 4384643065 JK,129518502,,DNg type 7,DNg,Complete,Left,RIGHT HEMISPHERE,Typed DN,"['left DT', 'DNg', 'Typed DN', 'Unidentified DN', 'DNg type 7', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Unknown gustatory related neuron Google: 4119138729,130834659,,,DNg,Complete,check DT,midLine,Unidentified DN,"['Descending Neuron', 'Unidentified DN', 'check DT', 'midLine', 'DNg', 'CardLab', 'right DT', 'CAT-Ongoing']"
Google: 3856841999 ET,132022755,,,DNg,duplicate - auto,Left,RIGHT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'duplicate - auto', 'left DT', 'DNg', 'Unidentified DN', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'RIGHT HEMISPHERE']"
Google: 5826066137 JK,132738606,,DNg type 11,DNg,Complete,Right,midLine,Typed DN,"['right DT', 'DNg', 'Typed DN', 'DNg type 11', 'Unidentified DN', 'midLine', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Shisa partner G4254162051 JH Vara,133369203,,DNp58,DNp,Complete,Right,LEFT HEMISPHERE,Identified DN,"['Hiro_Dropbox_DNs', 'Identified DN', 'DNp58', 'Merged: Neuron G217299912 JH Eeyore', 'Scott Lab', 'LEFT HEMISPHERE', 'right DT', 'DNp', 'Descending Neuron', 'Downstream of Shisa']"
Google: 4895791181 JK,133538703,,DNp type 3,DNp,Complete,Right,RIGHT HEMISPHERE,Typed DN,"['right DT', 'DNp', 'Typed DN', 'Unidentified DN', 'DNp type 3', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 5419803102 ET,133756296,,,,no FW soma,Right,FindSoma,Unidentified DN,"['no FW soma', 'right DT', 'Unidentified DN', 'Descending Neuron', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration', 'FindSoma']"
Google: 4362252695 JK,133959051,,DNb type 1,DNb,duplicate - auto,Right,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNb type 1', 'duplicate - auto', 'right DT', 'RIGHT HEMISPHERE', 'Unidentified DN', 'DNb', 'Descending Neuron', 'CardLab', 'CAT-Ongoing']"
Google: 8420964161 ET,133986126,,,,no FW soma,Right,FindSoma,Unidentified DN,"['no FW soma', 'Descending Neuron', 'CardLab', 'DN_Autoseg_Exploration', 'FindSoma', 'right DT', 'Unidentified DN']"
DNp43 Google: 2921586074 ET,134583414,,DNp43,DNp,Complete,Left,LEFT HEMISPHERE,Identified DN,"['DNp43', 'Hiro_Dropbox_DNs', 'left DT', 'DNp', 'Identified DN', 'LEFT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab']"
Google: 4891351623 ET,134805306,,,DNp,Complete,Right,RIGHT HEMISPHERE,Unidentified DN,"['RIGHT HEMISPHERE', 'DNp', 'right DT', 'Descending Neuron', 'Unidentified DN', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab']"
Google: 1217784764 ET,135713652,,,DNp,Complete,Right,RIGHT HEMISPHERE,Unidentified DN,"['DNp', 'RIGHT HEMISPHERE', 'Unidentified DN', 'DN_Autoseg_Exploration', 'Descending Neuron', 'right DT', 'CAT-Ongoing', 'CardLab']"
Google: 3964949497 JK JSP,136394112,,DNp type 1,DNp,Complete,Right,RIGHT HEMISPHERE,Typed DN,"['right DT', 'DNp', 'Typed DN', 'Unidentified DN', 'DNp type 1', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing', 'DN44 Exploration']"
Google: 4391062559 JK,136431603,,,DNg,Complete,Right,RIGHT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'anterior soma', 'right DT', 'DNg', 'Unidentified DN', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
DN095a Google: 6716644552 ET,136633650,,,DNb,Complete,Left,RIGHT HEMISPHERE,Identified DN,"['Hiro_Dropbox_DNs', 'DN095a', 'left DT', 'DNb', 'Identified DN', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 5699366332 JK,137682018,,DNg type 3,DNg,Complete,Right,RIGHT HEMISPHERE,Typed DN,"['right DT', 'DNg', 'Typed DN', 'Unidentified DN', 'DNg type 3', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 4388459489 ET,138779085,,DNg type 21,DNg,Complete,Left,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNg type 21', 'left DT', 'DNg', 'Unidentified DN', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab']"
Google: 4234319103 ET,138914856,,,DNp,Complete,Right,RIGHT HEMISPHERE,Miscellaneous DNp,"['miscellaneous DNp', 'DNp', 'CAT-Ongoing', 'right DT', 'CardLab', 'Unidentified DN', 'Descending Neuron', 'DN_Autoseg_Exploration', 'RIGHT HEMISPHERE']"
Google: 10777866801 JK,138997560,,DNg type 11,DNg,Complete,Right,midLine,Typed DN,"['Typed DN', 'DNg type 11', 'right DT', 'Unidentified DN', 'DNg', 'midLine', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 4389743914 ET,139035729,,DNg type 21,DNg,Complete,Left,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNg type 21', 'left DT', 'DNg', 'Unidentified DN', 'RIGHT HEMISPHERE', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'Descending Neuron']"
DNg31 Google: 4389097247 JK,139043175,,DNg31,DNg,Complete,Left,RIGHT HEMISPHERE,Identified DN,"['DNg31', 'Published in Namiki 2018', 'left DT', 'Identified DN', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing', 'DNg', 'Descending Neuron', 'RIGHT HEMISPHERE']"
Google: 6736480804 JK,139726266,,,,FindSoma,Left,FindSoma,Unidentified DN,"['left DT', 'DN_Autoseg_Exploration', 'Descending Neuron', 'Unidentified DN', 'FindSoma', 'CardLab', 'CAT-Ongoing', 'downstream of antennal BN1 KE_62']"
Google: 5922638923 ET,140386218,,,DNp,Complete,Right,RIGHT HEMISPHERE,Miscellaneous DNp,"['miscellaneous DNp', 'right DT', 'DNp', 'DN_Autoseg_Exploration', 'Descending Neuron', 'CAT-Ongoing', 'CardLab', 'RIGHT HEMISPHERE', 'Unidentified DN']"
Google: 5928403520 JK,140998419,,DNp type 5,DNp,Complete,Right,RIGHT HEMISPHERE,Typed DN,"['right DT', 'DNp', 'Typed DN', 'Unidentified DN', 'DNp type 5', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 5943144345 ET,141132234,,,DNb,duplicate - auto,Left,LEFT HEMISPHERE,Unidentified DN,"['miscellaneous DNb', 'duplicate - auto', 'left DT', 'DNb', 'Unidentified DN', 'Descending Neuron', 'DN_Autoseg_Exploration', 'LEFT HEMISPHERE', 'CAT-Ongoing', 'CardLab']"
Google: 6721764706 JK,142170009,,DNg type 26,DNg,duplicate - auto,check DT,midLine,Typed DN,"['DNg type 26', 'Typed DN', 'double DT', 'check DT', 'Descending Neuron', 'CAT-Ongoing', 'CardLab', 'duplicate - auto', 'left DT', 'Unidentified DN', 'DN_Autoseg_Exploration', 'midLine', 'DNg']"
DNa01 Google: 2793602143 ET,142404951,,DNa01,DNa,Complete,Left,LEFT HEMISPHERE,Identified DN,"['DNa01', 'Published in Namiki 2018', 'left DT', 'DNa', 'Identified DN', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'Descending Neuron', 'LEFT HEMISPHERE']"
DNg29 Google: 4244484290 ET,144188997,,DNg29,DNg,Complete,Left,RIGHT HEMISPHERE,Identified DN,"['DNg', 'Published in Namiki 2018', 'left DT', 'Bilateral', 'Identified DN', 'RIGHT HEMISPHERE', 'DNg29', 'Descending Neuron', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration']"
Google: 3064256376 ET,144656865,,DNp type 14,DNp,Complete,Right,LEFT HEMISPHERE,Typed DN,"['Typed DN', 'DNp type 14', 'Unidentified DN', 'Descending Neuron', 'CAT-Ongoing', 'CardLab', 'DNp', 'LEFT HEMISPHERE', 'right DT']"
Google: 8418403423 JK,144981519,,putative DNp16/17,DNp,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'right DT', 'DNp', 'Identified DN', 'putative_DNp16/17', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 8418403453 JK,145000887,,putative DNp16/17,DNp,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'right DT', 'DNp', 'Identified DN', 'putative_DNp16/17', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab']"
Google: 6692296269 ET,145465533,,DNp47,DNp,duplicate - auto,Right,RIGHT HEMISPHERE,Identified DN,"['Hiro_Dropbox_DNs', 'Identified DN', 'DNp47', 'duplicate - auto', 'right DT', 'DNp', 'RIGHT HEMISPHERE', 'Unidentified DN', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'Descending Neuron']"
Google: 6974468470 HC,145563819,,DNc type 1,DNc,Complete,Left,RIGHT HEMISPHERE,Typed DN,"['DNc type 1', 'Typed DN', 'Unidentified DN', 'DNc', 'RIGHT HEMISPHERE', 'left DT', 'CAT-Ongoing', 'CardLab', 'Descending Neuron']"
Google: 4478799133 JK,145746003,,,,no FW soma,Right,FindSoma,Unidentified DN,"['no FW soma', 'FindSoma', 'Unidentified DN', 'DN_Autoseg_Exploration', 'Descending Neuron', 'CAT-Ongoing', 'CardLab', 'right DT']"
Google: 4911179521 JK,145936050,,,DNg,Complete,Right,LEFT HEMISPHERE,Miscellaneous DNg,"['Descending Neuron', 'miscellaneous DNg', 'Unidentified DN', 'right DT', 'CAT-Ongoing', 'CardLab', 'DNg', 'LEFT HEMISPHERE']"
Google: 5293103318 ET,146111724,,,,unclear FW,Right,FindSoma,Unidentified DN,"['unclear FW', 'right DT', 'Unidentified DN', 'FindSoma', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab']"
Google: 5293196129 JK,146115414,,,DNg,Complete,Right,LEFT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'medial soma', 'DN_Autoseg_Exploration', 'DNg', 'Descending Neuron', 'right DT', 'Unidentified DN', 'LEFT HEMISPHERE', 'CardLab', 'CAT-Ongoing']"
Google: 3846040239 ET,147269304,,,DNa,Complete,Left,LEFT HEMISPHERE,Miscellaneous DNa,"['miscellaneous DNa', 'left DT', 'DNa', 'LEFT HEMISPHERE', 'Unidentified DN', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'Descending Neuron']"
Google: 4246447768 ET,147597750,,DNg type 10,DNg,Complete,Right,LEFT HEMISPHERE,Typed DN,"['right DT', 'DNg', 'Typed DN', 'Unidentified DN', 'DNg type 10', 'Descending Neuron', 'LEFT HEMISPHERE', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration']"
Google: 4246456180 ET,147608373,,DNg type 6,DNg,Complete,Right,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNg type 6', 'right DT', 'DNg', 'Unilateral', 'Unidentified DN', 'RIGHT HEMISPHERE', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing', 'Descending Neuron']"
Google: 10125297142 HC,150013320,,,DNg,Complete,Right,midLine,Unidentified DN,"['CAT-Ongoing', 'DNg', 'midLine', 'Unidentified DN', 'right DT', 'DN_Autoseg_Exploration', 'CardLab', 'Descending Neuron']"
Google: 4896563470 ET,150035367,,,,no FW soma,Right,FindSoma,Unidentified DN,"['no FW soma', 'FindSoma', 'Bilateral', 'Unidentified DN', 'right DT', 'CAT-Ongoing', 'DN_Autoseg_Exploration', 'Descending Neuron', 'CardLab']"
Google: 5772973620,150885402,,,DNp,Complete,Right,midLine,Unidentified DN,"['Unidentified DN', 'DNp', 'midLine', 'right DT', 'Descending Neuron', 'GinGame_ds_descending', 'SB_of_interest']"
Google: 4125616097 ET,150966786,,DNg type 30,DNg,Complete,Right,LEFT HEMISPHERE,Typed DN,"['Typed DN', 'DNg type 30', 'medial soma', 'right DT', 'DNg', 'LEFT HEMISPHERE', 'Bilateral', 'Unidentified DN', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'Descending Neuron']"
Google: 2920335448 JK,151372428,,DNp type 21,DNp,duplicate - auto,Right,LEFT HEMISPHERE,Typed DN,"['Typed DN', 'DNp type 21', 'Unidentified DN', 'duplicate - auto', 'DNp', 'right DT', 'LEFT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 2397586632,152507427,,DNb01,DNb,duplicate - auto,Right,LEFT HEMISPHERE,Identified DN,"['CAT-Ongoing', 'CardLab', 'check FC', 'Published in Namiki 2018', 'LEFT HEMISPHERE', 'right DT', 'Identified DN', 'DNb01', 'DNb', 'Descending Neuron', 'duplicate - auto', 'Card_DN_Cands']"
Google: 2397583192 JK,152514252,,,DNp,Complete,Left,LEFT HEMISPHERE,Miscellaneous DNp,"['miscellaneous DNp', 'Unidentified DN', 'DN_Autoseg_Exploration', 'left DT', 'DNp', 'LEFT HEMISPHERE', 'Descending Neuron', 'CardLab', 'CAT-Ongoing']"
Google: 3707723423 ET,153815853,,DNp type 20,DNp,duplicate - auto,Right,RIGHT HEMISPHERE,Typed DN,"['DNp type 20', 'Typed DN', 'Unidentified DN', 'DNp', 'right DT', 'RIGHT HEMISPHERE', 'duplicate - auto', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab']"
Google: 8401764736 ET,154180551,,,DNp,Complete,Right,RIGHT HEMISPHERE,Unidentified DN,"['Unidentified DN', 'DNp', 'RIGHT HEMISPHERE', 'right DT', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'Descending Neuron']"
Google: 5959786467 JK,155010354,,,DNg,duplicate - auto,Right,LEFT HEMISPHERE,Unidentified DN,"['Bilateral', 'LEFT HEMISPHERE', 'DNg', 'Unidentified DN', 'right DT', 'duplicate - auto', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
