Neuron Name,skeletonID,GF1 Synapse Count,annotations
putative LC4 neuron 1325198 MAR SMA,1325197,51,"['Postsynaptic to LPLC2', 'CAT-Ongoing', 'RIGHT HEMISPHERE', 'CardLab', 'Input to GF1 lateral', 'GF1 input neuron', 'putative LC4 neuron', 'Import', 'v14-seg-li-190805.0 upload CATCard', 'LC4_Imported_Review', 'LCBR', 'Visual', 'LO-R', 'LO_R', 'PVLP_R', 'WED_R', 'Ipsilateral', 'Homolateral', 'Unilateral', 'projection neuron', 'VPN', 'VisualVideo']"
GF input neuron 1325322 MAR - unclassified type 70,1325321,2,"['Hartenstein_Hemilineage: DPLpv_posterior', 'ItoLee_Hemilineage: VLPp&l1_posterior', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'Postsynaptic to LC4', 'ItoLee_Lineage: VLPp&l1', 'Lineage_annotated', 'CAT-Ongoing', 'Input to GF1 lateral', 'CardLab', 'Hartenstein_Lineage: DPLpv', 'Putative_Neurotransmitter: ChA, GABA', 'DPLpv R', 'DPLpv d', 'JS upstream SPN left', 'DN106 input neuron', 'PCBR', 'Visual_Interneuron', 'Unclassified GF input neuron - type 70', 'IPS_R', 'GOR_R', 'ICL_R', 'PLP_R', 'PVLP_R', 'SPS_R', 'WED_R', 'Unilateral', 'Ipsilateral', 'projection neuron', 'Homolateral']"
putative LC4 neuron 1325501 SMA JSP,1325500,42,"['Import', 'LO-R', 'CAT-Ongoing', 'GF1 input neuron', 'CardLab', 'putative LC4 neuron', 'Input to GF1 lateral', 'RIGHT HEMISPHERE', 'Visual', 'LCBR', 'PVLP_R', 'Unilateral', 'WED_R', 'VisualVideo', 'LO_R', 'v14-seg-li-190805.0 upload CATCard', 'Merged: Google: 10233964255', 'Merged: Google: 10365109849', 'Merged: Google: 10365746632', 'LC4_Imported_Review', 'putative LC4 neuron 1325501 SMA JSP', 'Ipsilateral', 'Homolateral', 'projection neuron', 'VPN']"
GF input neuron 1325521 SMA - unclassified type 58,1325520,22,"['GOR_R', 'ACBR', 'SAD', 'CAT-Ongoing', 'IB_L', 'AVLP_L', 'ICL_R', 'Bilateral', 'GC', 'presynaptic to DNp02', 'WED_R', 'v14-seg-li-190805.0 upload card_lab', 'AMMC_R', 'AVLP_R', 'GF1 input neuron', 'type 5/21/57', 'PVLP_R', 'CardLab', 'LO_L', 'Input to GF1 lateral', 'Google: 5545791308', 'SPS_L', 'Postsynaptic to LC4', 'Unclassified GF input neuron - type 58', 'PLP_R', 'Input to GF1 anterior', 'Import', 'RIGHT HEMISPHERE', 'neuron upload', 'DALv1 R', 'Lineage_annotated', 'Hartenstein_Hemilineage: DALv1', 'Hartenstein_Lineage: DALv1', 'ItoLee_Lineage: VLPa2', 'ItoLee_Hemilineage: VLPa2', 'Visual_Interneuron', 'PVLP_L', 'SPS_R', 'projection neuron', 'Ipsilateral', 'Heterolateral']"
putative LC4 neuron 1325529 SMA,1325528,36,"['LO-R', 'CAT-Ongoing', 'GF1 input neuron', 'CardLab', 'putative LC4 neuron', 'Input to GF1 lateral', 'RIGHT HEMISPHERE', 'Merged: Google: 11147552415', 'Merged: Google: 10887178605', 'v14-seg-li-190805.0 upload CATCard', 'Merged: Google: 10624235403', 'Merged: Google: 10888453368', 'Merged: Google: 11018329509', 'Merged: Google: 10887183527', 'Merged: Google: 11147558140', 'Import', 'LC4_Imported_Review', 'Visual', 'LCBR', 'presynaptic to DNp04', 'LO_R', 'PLP_R', 'PVLP_R', 'WED_R', 'Ipsilateral', 'Unilateral', 'Homolateral', 'projection neuron', 'VPN', 'VisualVideo']"
putative LC4 neuron 1325579 SMA,1325578,39,"['neuron 14512826', 'Import', 'CAT-Ongoing', 'Postsynaptic to LPLC2', 'LO-R', 'RIGHT HEMISPHERE', 'CardLab', 'Input to GF1 lateral', 'GF1 input neuron', 'putative LC4 neuron', 'v14-seg-li-190805.0 upload CATCard', 'neuron 14512814', 'LC4_Imported_Review', 'Visual', 'LCBR', 'LO_R', 'LOP_R', 'PVLP_R', 'Ipsilateral', 'Homolateral', 'Unilateral', 'projection neuron', 'VPN', 'VisualVideo']"
putative LC4 neuron 1325593 SMA,1325592,44,"['LHN_JUNE_2017', 'Postsynaptic to LPLC2', 'LHN_JUNE_2017_NON_PN', 'Import', 'CAT-Ongoing', 'RIGHT HEMISPHERE', 'LO-R', 'CardLab', 'Input to GF1 lateral', 'GF1 input neuron', 'putative LC4 neuron', 'neuron 14513424', 'v14-seg-li-190805.0 upload CATCard', 'neuron 14513412', 'LC4_Imported_Review', 'presynaptic to LC4', 'Visual', 'LCBR', 'AVLP_R', 'LO_R', 'PLP_R', 'PVLP_R', 'WED_R', 'Ipsilateral', 'Homolateral', 'Unilateral', 'projection neuron', 'VPN', 'VisualVideo']"
putative LC4 neuron 1325637 SMA JSP,1325636,49,"['Merged: Google: 9991524058', 'v14-seg-li-190805.0 upload card_lab', 'PVLP_R', 'projection neuron', 'GF1 input neuron', 'Visual', 'v14-seg-li-190805.0 upload CATCard', 'neuron 14513835', 'RIGHT HEMISPHERE', 'CAT-Ongoing', 'Homolateral', 'VPN', 'Input to GF1 lateral', 'LO-R', 'Unilateral', 'Import', 'neuron 14513859', 'CardLab', 'putative LC4 neuron', 'neuron 14513847', 'LC4_Imported_Review', 'LCBR', 'LO_R', 'Ipsilateral', 'VisualVideo']"
putative LC4 neuron 1325821 SMA JSP,1325820,44,"['Postsynaptic to LPLC2', 'putative LC4 neuron 1325821 SMA JSP', 'Import', 'CAT-Ongoing', 'LO-R', 'v14-seg-li-190805.0 upload CATCard', 'GF1 input neuron', 'CardLab', 'putative LC4 neuron', 'Input to GF1 lateral', 'RIGHT HEMISPHERE', 'neuron 14514315', 'LC4_Imported_Review', 'Postsynaptic to LC4', 'Visual', 'LCBR', 'LO_R', 'PVLP_R', 'Ipsilateral', 'Homolateral', 'Unilateral', 'projection neuron', 'VPN', 'VisualVideo']"
putative LC4 neuron 1325939 SMA ET,1325938,33,"['Merged: Google: 10358719357', 'neuron 14537762', 'LC4_Bad_Autoseg', 'presynaptic to LC4', 'Visual', 'v14-seg-li-190805.0 upload CATCard', 'Import', 'LO-R', 'CAT-Ongoing', 'GF1 input neuron', 'Postsynaptic to LPLC2', 'CardLab', 'putative LC4 neuron', 'Input to GF1 lateral', 'dark cytosol', 'RIGHT HEMISPHERE', 'Merged: Google: 10358719264', 'Merged: Google: 10621016236', 'neuron 14537774', 'Merged: Google: 10489860017', 'LCBR', 'AVLP_R', 'LO_R', 'PLP_R', 'PVLP_R', 'Ipsilateral', 'Homolateral', 'Unilateral', 'projection neuron', 'VPN', 'VisualVideo']"
putative LC4 neuron 1325966 SMA,1325965,52,"['Import', 'LO-R', 'CAT-Ongoing', 'GF1 input neuron', 'CardLab', 'putative LC4 neuron', 'Input to GF1 lateral', 'RIGHT HEMISPHERE', 'Merged: Google: 10886548933', 'v14-seg-li-190805.0 upload CATCard', 'Merged: Google: 11412432616', 'Merged: Google: 11410513414', 'neuron 14514643', 'neuron 14514631', 'LC4_Imported_Review', 'Visual', 'Postsynaptic to LPLC2', 'LCBR', 'LO_R', 'PVLP_R', 'Ipsilateral', 'Homolateral', 'Unilateral', 'projection neuron', 'VPN', 'VisualVideo']"
GF input neuron 1326007 SMA - unclassified type 30,1326006,39,"['Bilateral', 'GF1 input neuron', 'LEFT HEMISPHERE', 'CAT-Ongoing', 'Input to GF1 lateral', 'CardLab', 'BAlc L', 'Multi-Modal', 'Visual_Interneuron', 'ACBR', 'presynaptic to LC4', 'GC', 'lALT_left_search1', 'secondary_auditory_interneurons', 'Unclassified GF input neuron - type 30', 'Postsynaptic to LC4', 'AMMC_R', 'EPA_L', 'LAL_L', 'WED_L', 'PLP_R', 'PVLP_R', 'SAD', 'SPS_L', 'VES_R', 'SPS_R', 'VES_L', 'WED_R', 'AMMC_L', 'Input to GF1 anterior', 'contralateral', 'Heterolateral', 'projection neuron', 'Mechanosensory Interneuron']"
GF input neuron 1326053 SMA JSP - unclassified type 21b,1326052,78,"['duplicated', 'DALv1 R', 'Lineage_annotated', 'Hartenstein_Hemilineage: DALv1', 'Hartenstein_Lineage: DALv1', 'ItoLee_Lineage: VLPa2', 'ItoLee_Hemilineage: VLPa2', 'Green GF Inputs', 'Heterolateral', 'IPS_L', 'LAL_R', 'EPA_L', 'Ipsilateral', 'projection neuron', 'Postsynaptic to LPLC2', 'Input to GF1 lateral', 'Postsynaptic to LC4', 'Multi-Modal', 'GF1 input neuron', 'Bilateral', 'RIGHT HEMISPHERE', 'CAT-Ongoing', 'CardLab', 'Input to GF1 anterior', 'Mechanosensory Interneuron', 'ACBR', 'presynaptic to JO', 'GC', 'Chiappe-HSInputsLeft', 'Chiappe-HSInputs', 'lALT_left_search1', 'Visual_Interneuron', 'Unclassified GF input neuron - type 21b', 'DN106 input neuron', 'postsynaptic to JONeuron', 'AMMC_R', 'GNG', 'AVLP_R', 'FB', 'EPA_R', 'IPS_R', 'GOR_R', 'ICL_R', 'WED_L', 'PLP_L', 'PLP_R', 'PVLP_R', 'SAD', 'SPS_L', 'VES_R', 'SPS_R', 'WED_R']"
GF input neuron 1326073 SMA - unclassified type 8,1326072,172,"['BAlc R', 'rALl', 'Multi-Modal', 'CAT-Ongoing', 'Input to GF1 anterior', 'Unclassified GF input neuron - type 8', 'RIGHT HEMISPHERE', 'Postsynaptic to LC4', 'Input to GF1 lateral', 'GF1 input neuron', 'CardLab', 'projection neuron', 'presynaptic to LC4', 'presynaptic to JO', 'ACBR', 'BAlc v R', 'Visual_Interneuron', 'type 8b', 'secondary_auditory_interneurons', 'postsynaptic to JONeuron', 'AL_R', 'AMMC_R', 'EPA_R', 'LAL_R', 'PVLP_R', 'SAD', 'VES_R', 'WED_R', 'Homolateral', 'Ipsilateral', 'Unilateral', 'Mechanosensory Interneuron']"
putative LC4 neuron 1326386 JSP SMA,1326385,40,"['CardLab', 'LO-R', 'neuron 14515470', 'RIGHT HEMISPHERE', 'neuron 14515530', 'CAT-Ongoing', 'neuron 14515506', 'Homolateral', 'neuron 14515554', 'Import', 'neuron 14515542', 'Postsynaptic to LPLC2', 'VPN', 'neuron 14515566', 'neuron 14515482', 'putative LC4 neuron', 'Input to GF1 lateral', 'GF1 input neuron', 'v14-seg-li-190805.0 upload CATCard', 'Unilateral', 'WED_R', 'neuron 14515518', 'neuron 14515602', 'neuron 14515590', 'neuron 14515578', 'LC4_Imported_Review', 'neuron 14515494', 'Visual', 'LCBR', 'LO_R', 'PVLP_R', 'Ipsilateral', 'projection neuron', 'VisualVideo']"
putative LC4 neuron 1326498 SMA,1326497,43,"['CardLab', 'LC4_Bad_Autoseg', 'Visual', 'putative LC4 neuron 1326498 SMA', 'neuron 14579819', 'Import', 'v14-seg-li-190805.0 upload CATCard', 'LCBR', 'LO-R', 'CAT-Ongoing', 'GF1 input neuron', 'putative LC4 neuron', 'Input to GF1 lateral', 'RIGHT HEMISPHERE', 'LO_R', 'PVLP_R', 'WED_R', 'Ipsilateral', 'Homolateral', 'Unilateral', 'projection neuron', 'VPN', 'VisualVideo']"
GF input neuron 1326590 SMA - unclassified type 67,1326589,3,"['CAT-Ongoing', 'CardLab', 'GF1 input neuron', 'Input to GF1 lateral', 'Bilateral', 'LEFT HEMISPHERE', 'ACBR', 'GC', 'Unclassified GF input neuron - type 67', 'Non-Visual_Interneuron', 'AVLP_L', 'AVLP_R', 'ICL_L', 'LAL_L', 'PVLP_L', 'PVLP_R', 'SPS_L', 'SPS_R', 'contralateral', 'Heterolateral', 'projection neuron']"
putative LC4 neuron 1326616 MAR SMA,1326615,45,"['CardLab', 'dark cytosol', 'Postsynaptic to LPLC2', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'CAT-Ongoing', 'Input to GF1 lateral', 'LO-R', 'putative LC4 neuron', 'LC4_Bad_Autoseg', 'Postsynaptic to LC4', 'Visual', 'false merge somewhere?', 'LCBR', 'AVLP_R', 'LO_R', 'PVLP_R', 'WED_R', 'Ipsilateral', 'Homolateral', 'Unilateral', 'projection neuron', 'VPN', 'VisualVideo']"
neuron 1614935 HK,1614934,49,"['incomplete neuron', 'Kamikouchi lab', 'GF input neuron 4715209 JSP', 'RIGHT HEMISPHERE', 'CAT-Ongoing', 'GF1 input neuron', 'Input to GF1 anterior', 'CardLab-collaborating', 'JONeuron', 'Mechanosensory Interneuron', 'postsynaptic to JONeuron', 'Unclassified GF input neuron - type 38', 'AMMC_R', 'SAD', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 1622805 JSP - unclassified type 30,1622804,81,"['BAlc R', 'presynaptic to JO', 'Bilateral', 'Input to GF2 lateral', 'CardLab', 'Input to GF2 anterior', 'ACBR', 'Input to GF1 anterior', 'RIGHT HEMISPHERE', 'GF1 input neuron', 'GF2 input neuron', 'CAT-Ongoing', 'GC', 'Unclassified GF input neuron - type 30', 'lALT_left_search1', 'BAlc v R', 'secondary_auditory_interneurons', 'vACBR', 'postsynaptic to JONeuron', 'AL_R', 'AMMC_R', 'GNG', 'AVLP_L', 'WED_L', 'PVLP_L', 'SAD', 'SPS_L', 'VES_R', 'SPS_R', 'WED_R', 'Ipsilateral', 'Heterolateral', 'projection neuron', 'Mechanosensory Interneuron']"
SEZ.R -> LH.R -? 1914701 RJVR,1914700,4,"['Lineage_annotated', 'Hartenstein_Hemilineage: BLAv1_lateral', 'Hartenstein_Lineage: BLAv1', 'ItoLee_Lineage: VLPl&d1', 'ItoLee_Hemilineage: VLPl&d1_lateral', 'v14-seg-li-190805.0 upload WTCam', 'Input to GF1 lateral', 'AVLP_R', 'Non-Visual_Interneuron', 'WED_R', 'PVLP_R', 'SLP_R', 'neuron 7717645', 'GNG', 'RJVR', 'WTPN2017_lALT_right', 'SPS_R', 'neuron 9360272', 'Bilateral', 'projection neuron', 'neuron 9457291', 'VES_R', 'WTPN2017_lALT_sample', 'lACBR', 'Import', 'LAL_R', 'SEZ.R -> LH.R -? 1914701 RJVR', 'RIGHT HEMISPHERE', 'WTPN2017_bypass_AL', 'FLA_R', 'EPA_R', 'CardLab-collaborating', 'GF1 input neuron', 'neuron 7443586', 'DA1 LH LN Downstream', 'ACBR', 'neuron 8013132', 'LHN_JUNE_2017', 'LHN_JUNE_2017_NON_PN', 'SCHLEGEL lALT', 'PS_LHN_042019_10um', 'WTPN2017_bypass_LH', 'WTPN2017_lALT', 'WTPN2017_non_olf', 'WTPN2017_right', 'GC', 'Unclassified GF input neuron - shared', 'LH_R', 'PLP_R', 'SAD', 'Ipsilateral', 'Heterolateral', 'Unclassified GF input neuron - type 124']"
GF input neuron 2161593 SMA - unclassified type 12,2161592,26,"['LHN_JUNE_2017', 'LHN_JUNE_2017_NON_PN', 'LCBR', 'around_ped_4186_zz', 'around_ped_4186_nonRD-bundle_zz', 'UnknownTracts', 'hidden4186_nonbundle', 'Input to GF1 soma tract', 'GF1 input neuron', 'CardLab', 'Bilateral', 'RIGHT HEMISPHERE', 'Input to GF1 medial', 'CAT-Ongoing', 'Unclassified GF input neuron - type 12', 'Non-Visual_Interneuron', 'DN106 input neuron', 'AVLP_R', 'GOR_R', 'IB_L', 'IB_R', 'ICL_L', 'ICL_R', 'PB', 'SCL_R', 'PLP_R', 'PVLP_R', 'SMP_L', 'SPS_R', 'projection neuron', 'Heterolateral', 'Ipsilateral']"
GF input neuron 2161609 JSP - unclassified type 16,2161608,6,"['Hartenstein_Hemilineage: DAMd2', 'Hartenstein_Lineage: DAMd2', 'DAMd2/3 R', 'Unclassified GF input neuron - type 16', 'ItoLee_Hemilineage: SMPad2', 'ItoLee_Lineage: SMPad2', 'Lineage_annotated', 'MCBR', 'IBT', 'Downstream of aIP-g', 'CardLab', 'RIGHT HEMISPHERE', 'Bilateral', 'Input to GF1 soma tract', 'GF1 input neuron', 'CAT-Ongoing', 'Non-Visual_Interneuron', 'AOTU_R', 'ATL_R', 'FB', 'EPA_R', 'GOR_R', 'IB_L', 'IB_R', 'ICL_L', 'ICL_R', 'SCL_R', 'PLP_R', 'SIP_R', 'SPS_L', 'SMP_R', 'VES_R', 'SPS_R', 'Heterolateral', 'Ipsilateral', 'projection neuron']"
GF input neuron 2161848 SMA JSP - unclassified type 72a,2161847,65,"['DAMd2/3 R', 'Hartenstein_Hemilineage: DAMd2', 'Hartenstein_Lineage: DAMd2', 'Input to GF1 medial', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'CAT-Ongoing', 'Input to GF1 soma tract', 'CardLab', 'ItoLee_Hemilineage: SMPad2', 'ItoLee_Lineage: SMPad2', 'Lineage_annotated', 'MCBR', 'Unclassified GF input neuron - type 72a', 'Non-Visual_Interneuron', 'EPA_R', 'GOR_R', 'IB_R', 'ICL_R', 'SCL_R', 'PLP_R', 'SIP_R', 'PVLP_R', 'SMP_R', 'SPS_R', 'Input to GF1 lateral', 'Ipsilateral', 'projection neuron', 'Unilateral', 'Homolateral']"
GF input neuron 2162070 SMA JSP - unclassified type 83 - miscellaneous,2162069,13,"['CP1v R', 'CardLab', 'GF1 input neuron', 'Input to GF1 medial', 'CAT-Ongoing', 'RIGHT HEMISPHERE', 'Input to GF1 soma tract', 'Bilateral', 'postsynaptic to LPC1', 'PCBR', 'UnknownTracts', 'Visual_Interneuron', 'Unclassified GF input neuron - miscellaneous', 'Unclassified GF input neuron - type 83', 'CRE_R', 'EB', 'CRE_L', 'EPA_R', 'GOR_R', 'IB_L', 'IB_R', 'ICL_R', 'LAL_R', 'MB_ML_L', 'MB_whole_L', 'MB_ML_R', 'SCL_R', 'MB_whole_R', 'PLP_R', 'SIP_R', 'SLP_R', 'PVLP_R', 'SMP_L', 'SPS_R', 'Ipsilateral', 'Heterolateral', 'projection neuron']"
GF input neuron 2162178 MAR JSP - unclassified type 51,2162177,1,"['CardLab', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'Input to GF1 soma tract', 'ItoLee_Hemilineage: VLPl&d1_lateral', 'Lineage_annotated', 'Bilateral', 'Unclassified GF input neuron - type 51', 'GC', 'Hartenstein_Hemilineage: BLAv1_lateral', 'Hartenstein_Lineage: BLAv1', 'ItoLee_Lineage: VLPl&d1', 'Putative_Neurotransmitter: NA', 'BLAv1 post', 'ACBR', 'lACBR', 'Non-Visual_Interneuron', 'AVLP_R', 'EPA_R', 'GOR_L', 'GOR_R', 'ICL_L', 'ICL_R', 'PVLP_L', 'PLP_L', 'PLP_R', 'PVLP_R', 'SPS_L', 'SPS_R', 'Ipsilateral', 'Heterolateral', 'projection neuron']"
GF input neuron 2162186 SMA - unclassified type 4,2162185,8,"['BAmv2 R', 'cellBodyFiber: AVM11', 'cell_type: CL121', 'hemibrain_match: 1722483751', 'Hartenstein_Hemilineage: BAlp1', 'Hartenstein_Lineage: BAlp1', 'ItoLee_Hemilineage: PSa1', 'ItoLee_Lineage: PSa1', 'Lineage_annotated', 'Bilateral', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'CAT-Ongoing', 'Input to GF1 soma tract', 'CardLab', 'Input to GF1 medial', 'Input to GF2 medial', 'GF2 input neuron', 'Unclassified GF input neuron - type 4', 'ACBR', 'putative aDT-g', 'GC', 'BAmv2 R real', 'Non-Visual_Interneuron', 'vACBR', 'AL_R', 'FLA_R', 'GNG', 'EPA_L', 'CAN_R', 'EPA_R', 'IPS_R', 'GOR_L', 'GOR_R', 'NO', 'PLP_R', 'PVLP_R', 'SAD', 'VES_R', 'SPS_R', 'WED_R', 'Ipsilateral', 'Heterolateral', 'projection neuron']"
GF input neuron 2162197 MAR JSP - unclassified type 62b,2162196,1,"['CardLab', 'Bilateral', 'CAT-Ongoing', 'GF1 input neuron', 'Input to GF1 soma tract', 'LEFT HEMISPHERE', 'ACBR', 'Input to GF2 lateral', 'GF2 input neuron', 'GC', 'Non-Visual_Interneuron', 'Unclassified GF input neuron - type 62b', 'pMN2 Input', 'AVLP_L', 'AVLP_R', 'EPA_L', 'EPA_R', 'GA_L', 'GOR_L', 'GOR_R', 'IB_L', 'ICL_L', 'LAL_L', 'LAL_R', 'PVLP_L', 'PLP_L', 'PLP_R', 'PVLP_R', 'SPS_L', 'SPS_R', 'contralateral', 'Heterolateral', 'projection neuron']"
GF input neuron 2162280 MAR - unclassified type 62b,2162279,2,"['DALv1 R', 'Lineage_annotated', 'Hartenstein_Hemilineage: DALv1', 'Hartenstein_Lineage: DALv1', 'ItoLee_Lineage: VLPa2', 'ItoLee_Hemilineage: VLPa2', 'GF1 input neuron', 'Bilateral', 'ACBR', 'GC', 'Upstream of aIP-g', 'Input to GF1 soma tract', 'CardLab', 'RIGHT HEMISPHERE', 'Connected to pMN2', 'CAT-Ongoing', 'N2 Sampler Widget Partners', 'Non-Visual_Interneuron', 'Unclassified GF input neuron - type 62b', 'pMN2 Input', 'pMP8 Output', 'AVLP_L', 'AVLP_R', 'EPA_L', 'EPA_R', 'GOR_L', 'GOR_R', 'LAL_L', 'ICL_R', 'LAL_R', 'PVLP_L', 'PLP_L', 'PLP_R', 'PVLP_R', 'SPS_L', 'SPS_R', 'Ipsilateral', 'Heterolateral', 'projection neuron']"
GF input neuron 2162297 SMA - unclassified type 62,2162296,1,"['Bilateral', 'Input to GF1 soma tract', 'Input to GF2 soma tract', 'ACBR', 'Connected to pMN2', 'CAT-Ongoing', 'LEFT HEMISPHERE', 'GF1 input neuron', 'CardLab', 'GF2 input neuron', 'GC', 'Unclassified GF input neuron - type 62', 'Non-Visual_Interneuron', 'pMN2 Input', 'AVLP_L', 'AVLP_R', 'EPA_R', 'GA_L', 'GOR_L', 'GOR_R', 'IB_L', 'ICL_L', 'LAL_L', 'LAL_R', 'PVLP_L', 'PLP_R', 'PVLP_R', 'SPS_L', 'SPS_R', 'contralateral', 'Heterolateral', 'projection neuron']"
GF input neuron 2162604 SMA - unclassified type 49,2162603,2,"['Bilateral', 'ItoLee_Lineage: VLPl2', 'Hartenstein_Lineage: BLAv2', 'ItoLee_Hemilineage: VLPl2_ventral', 'Hartenstein_Hemilineage: BLAv2_ventral', 'presynaptic to LC6', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'CAT-Ongoing', 'Input to GF1 soma tract', 'CardLab', 'Unclassified GF input neuron - type 49', 'Lineage_annotated', 'putative sPLPC', 'ACBR', 'lACBR', 'Non-Visual_Interneuron', 'AVLP_R', 'FB', 'GOR_R', 'ICL_L', 'ICL_R', 'MB_PED_R', 'MB_whole_L', 'PLP_R', 'PVLP_R', 'SMP_L', 'Heterolateral', 'Ipsilateral', 'projection neuron']"
GF input neuron 2163257 MAR SMA - unclassified type 109,2163256,1,"['cellBodyFiber: PVL04', 'cell_type: PVLP117', 'hemibrain_match: 1196526636', 'Hartenstein_Hemilineage: BLVp2_posterior', 'Hartenstein_Lineage: BLVp2', 'ItoLee_Hemilineage: VLPl&p1_posterior', 'ItoLee_Lineage: VLPl&p1', 'CardLab', 'Input to GF1 soma tract', 'RIGHT HEMISPHERE', 'CAT-Ongoing', 'GF1 input neuron', 'Descending Neuron', 'in bundle with aIP neurons_not of interest', 'in_connective_z_5565', 'Lineage_annotated', 'Putative_Neurotransmitter: NA', 'PCBR', 'Homolateral', 'connectives', 'Unclassified GF input neuron - Descending', 'GNG', 'AVLP_R', 'FB', 'EPA_R', 'IPS_R', 'GOR_R', 'ICL_R', 'LAL_R', 'PLP_R', 'PVLP_R', 'VES_R', 'WED_R', 'Unilateral', 'Ipsilateral', 'projection neuron', 'Unclassified GF input neuron - type 109']"
GF input neuron 2164618 MAR - unclassified type 62,2164617,7,"['DALv1 R', 'Lineage_annotated', 'Hartenstein_Hemilineage: DALv1', 'Hartenstein_Lineage: DALv1', 'ItoLee_Lineage: VLPa2', 'ItoLee_Hemilineage: VLPa2', 'RIGHT HEMISPHERE', 'CardLab', 'Input to GF1 soma tract', 'GF1 input neuron', 'ACBR', 'Bilateral', 'GC', 'Unclassified GF input neuron - type 62', 'Non-Visual_Interneuron', 'AVLP_R', 'FB', 'EPA_R', 'GOR_R', 'IB_L', 'IB_R', 'ICL_R', 'LAL_R', 'PVLP_L', 'PLP_L', 'PLP_R', 'PVLP_R', 'SPS_L', 'SPS_R', 'LO_L', 'Ipsilateral', 'Heterolateral', 'projection neuron']"
GF input neuron 2170646 MAR JSP ET - unclassified type 73,2170645,2,"['CardLab', 'LC6 glomerulus input', 'presynaptic to LC6', 'postsynaptic to LC6', 'Bilateral', 'GF1 input neuron', 'CAT-Ongoing', 'LEFT HEMISPHERE', 'Unclassified GF input neuron - type 73', 'GC', 'Non-Visual_Interneuron', 'ATL_L', 'AVLP_L', 'AVLP_R', 'EPA_L', 'FB', 'EPA_R', 'GOR_L', 'GOR_R', 'IB_L', 'IB_R', 'ICL_L', 'LAL_L', 'ICL_R', 'LH_R', 'MB_CA_L', 'MB_PED_L', 'MB_whole_L', 'PVLP_L', 'PLP_L', 'SCL_L', 'SCL_R', 'PLP_R', 'PVLP_R', 'SLP_L', 'SMP_L', 'SPS_L', 'WED_R', 'LO_L', 'Input to GF1 soma tract', 'Heterolateral', 'projection neuron']"
GF input neuron 2172285 MAR - unclassified type 64b,2172284,1,"['Lineage_annotated', 'Hartenstein_Hemilineage: BLVp1_posterior', 'Hartenstein_Lineage: BLVp1', 'ItoLee_Lineage: VLPl&p2', 'ItoLee_Hemilineage: VLPl&p2_posterior', 'RIGHT HEMISPHERE', 'CardLab', 'PCBR', 'GC', 'BLVp1 p', 'postsynaptic to DNp04', 'Input to GF1 soma tract', 'Bilateral', 'GF1 input neuron', 'Unclassified GF input neuron - type 64b', 'Non-Visual_Interneuron', 'AMMC_R', 'AVLP_L', 'AVLP_R', 'EPA_L', 'EPA_R', 'IPS_R', 'GOR_L', 'PLP_R', 'PVLP_R', 'SAD', 'SPS_L', 'WED_R', 'Ipsilateral', 'Heterolateral', 'projection neuron']"
GF input neuron 2190705 JSP - unclassified type 4,2190704,5,"['GF1 input neuron', 'Input to GF2 medial', 'GF2 input neuron', 'Unclassified GF input neuron - type 4', 'Bilateral', 'CAT-Ongoing', 'Input to GF1 soma tract', 'CardLab', 'Input to GF1 medial', 'ACBR', 'LEFT HEMISPHERE', 'putative aDT-g', 'GC', 'Non-Visual_Interneuron', 'AL_L', 'CAN_L', 'GNG', 'EPA_R', 'GOR_L', 'GOR_R', 'WED_L', 'PVLP_R', 'SAD', 'SPS_L', 'VES_R', 'VES_L', 'AMMC_L', 'contralateral', 'projection neuron', 'Heterolateral']"
GF input neuron 2193349 JSP - unclassified type 2a,2193348,46,"['Input to GF1 soma tract', 'RIGHT HEMISPHERE', 'SCL_R', 'GNG', 'PVLP_R', 'EPA_R', 'CardLab', 'v14-seg-li-190805.0 upload card_lab', 'neuron upload', 'Hartenstein_Hemilineage: BAla3', 'Hartenstein_Lineage: BAla3', 'Ipsilateral', 'projection neuron', 'GC', 'presynaptic to DNp02', 'GF2 input neuron', 'FLA_R', 'not a PN', 'SPS_R', 'Non-Visual_Interneuron', 'GF1 input neuron', 'PVLP_L', 'BAla3 real R', 'Input to GF1 lateral', 'Input to GF1 medial', 'GOR_R', 'EPA_L', 'ItoLee_Hemilineage: VESa1', 'CAT-Ongoing', 'Input to GF2 medial', 'Heterolateral', 'Lineage_annotated', 'AVLP_L', 'VES_R', 'Import', 'GOR_L', 'ICL_R', 'vACBR', 'ItoLee_Lineage: VESa1', 'Bilateral', 'ACBR', 'VES_L', 'Unclassified GF input neuron - type 2a', 'WTPN2017_mALT_lALT_base']"
